Source,Element,Concentration (mg/L),Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
10. 3969 /j. issn. 1002-1639. 2021. 07. 009,Ba,0.216,,,,,,,,,,,,,,,
10. 3969 /j. issn. 1002-1639. 2021. 07. 009,Cr,0.097,,,,,,,,,,,,,,,
10. 3969 /j. issn. 1002-1639. 2021. 07. 009,COD,482.0,,,,,,,,,,,,,,,
10. 3969 /j. issn. 1002-1639. 2021. 07. 009,TIN,2.01,,,,,,,,,,,,,,,
https://www.cnki.net/KCMS/detail/detail.aspx?dbChemical Oxygen Demande=CJFD&dbname=CJFDLAST2023&filename=JJMS202310016&uniplatform=OVERSEA&v=mDY1qBR3HPEed15fjbXBkhX2FZokh8SEiJJAxkBJGm-gsdznUH07PGQZqB61loqX,pH,9.0,10.0,6.0,7.0,8.5,,,,,,,,,,,
https://www.cnki.net/KCMS/detail/detail.aspx?dbChemical Oxygen Demande=CJFD&dbname=CJFDLAST2023&filename=JJMS202310016&uniplatform=OVERSEA&v=mDY1qBR3HPEed15fjbXBkhX2FZokh8SEiJJAxkBJGm-gsdznUH07PGQZqB61loqX,NH3,60000.0,90000.0,300.0,400.0,262.0,1300.0,2700.0,,,,,,,,,
https://www.cnki.net/KCMS/detail/detail.aspx?dbChemical Oxygen Demande=CJFD&dbname=CJFDLAST2023&filename=JJMS202310016&uniplatform=OVERSEA&v=mDY1qBR3HPEed15fjbXBkhX2FZokh8SEiJJAxkBJGm-gsdznUH07PGQZqB61loqX,CN,1.0,40.0,,,,,,,,,,,,,,
https://doi.org/10.1016/S1004-9541(06)60090-6,pH,8.8,8.8,,,,,,,,,,,,,,
https://doi.org/10.1016/S1004-9541(06)60090-6,TOC,2346.5,2403.5,,,,,,,,,,,,,,
https://doi.org/10.18141/1974171,NO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,P,0.0,0.27,0.15,0.085,0.12,0.28,0.21,0.2,0.97,0.58,0.16,0.17,0.097,0.3,0.22,0.13
https://doi.org/10.18141/1974171,NH3,14000.0,13000.0,3200.0,910.0,4700.0,4800.0,630.0,2300.0,170.0,180.0,160.0,190.0,37.0,39.0,26.0,36.0
https://doi.org/10.18141/1974171,BOD,820.0,870.0,930.0,0.0,2100.0,1500.0,730.0,1200.0,13.0,11.0,2.9,3.8,160.0,380.0,150.0,130.0
https://doi.org/10.18141/1974171,COD,600.0,710.0,510.0,0.0,1500.0,2000.0,2000.0,1800.0,78.0,94.0,110.0,120.0,860.0,800.0,920.0,710.0
https://doi.org/10.18141/1974171,Cl,730.0,700.0,690.0,320.0,630.0,620.0,710.0,700.0,1000.0,1100.0,1500.0,1600.0,1200.0,1200.0,1200.0,600.0
https://doi.org/10.18141/1974171,CN,0.0,1.4,0.98,0.28,0.0,3.1,2.5,2.6,1.5,1.4,1.3,1.2,3.5,2.3,2.7,0.6
https://doi.org/10.18141/1974171,SO4,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,2900.0,2600.0,2700.0,2800.0,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,TDS,2600.0,2200.0,2000.0,4400.0,360.0,0.0,220.0,0.0,4600.0,4600.0,4500.0,4600.0,4500.0,4400.0,4400.0,3600.0
https://doi.org/10.18141/1974171,TSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,19.0,25.0,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Al,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3.0,24.0,16.0,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Sb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.36,0.42,0.33,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,As,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.34,0.27,0.22,0.005,0.0,0.005,0.0
https://doi.org/10.18141/1974171,Ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.076,0.17,0.15,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Be,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0088,0.019,0.018,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,B,23.0,20.0,18.0,20.0,43.0,43.0,47.0,45.0,34.0,34.0,42.0,43.0,39.0,32.0,32.0,36.0
https://doi.org/10.18141/1974171,Cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0052,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Ca,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,9.3,29.0,30.0,2.0,0.52,0.41,0.0
https://doi.org/10.18141/1974171,Cl,0.73,0.7,0.69,0.32,0.63,0.62,0.71,0.7,1.0,1.1,1.5,1.6,1.2,1.2,1.2,0.6
https://doi.org/10.18141/1974171,Cr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Cu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Fe,0.95,0.94,0.74,0.0,0.0,0.0,0.22,0.22,0.46,0.6,3.5,3.9,1.7,1.2,1.4,0.26
https://doi.org/10.18141/1974171,Pb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.026,0.015,0.01,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Mg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,4.2,6.8,6.2,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Mn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.39,0.32,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Hg,0.046299999999999994,0.024399999999999998,0.0,0.0,7.42,0.0108,0.0,0.048299999999999996,0.079,0.0927,0.017,0.0927,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Mo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.078,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Ni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3,9.9,7.4,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Se,0.17,0.23,0.049,0.16,0.42,0.47,0.53,0.5,1.8,1.7,0.72,0.89,0.8,0.91,0.87,1.1
https://doi.org/10.18141/1974171,Ag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Na,1100.0,1300.0,1100.0,780.0,0.0,0.0,0.0,0.0,1800.0,1600.0,1600.0,1700.0,1900.0,2000.0,2000.0,1500.0
https://doi.org/10.18141/1974171,SO4,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,2.9,2.6,2.7,2.8,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Tl,0.0,0.0,0.0,0.0,0.037,0.036,0.052,0.033,0.041,0.086,0.5,0.39,0.0029,0.004,0.0,0.0040999999999999995
https://doi.org/10.18141/1974171,Sn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,Ti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.025,0.0,0.0,0.0,0.0,0.0
https://doi.org/10.18141/1974171,V,0.0,0.013,0.011,0.011,0.0,0.0,0.0,0.0,0.24,0.41,0.31,0.16,0.011,0.013,0.021,0.019
https://doi.org/10.18141/1974171,Zn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.055,0.13,0.082,0.0,0.0,0.0,0.0
